ticker,price_date,open,high,low,close,volume
XOM,2026-03-19,110.62,110.63,110.25,110.45,23074173
XOM,2026-03-20,110.24,111.12,109.65,109.72,56867214
XOM,2026-03-23,112.46,114.04,112.2,112.9,59267677
XOM,2026-03-24,114.89,115.93,114.88,115.27,17542660
XOM,2026-03-25,113.51,113.81,112.85,113.3,54969346
XOM,2026-03-26,114.16,114.66,113.22,113.92,56643027
XOM,2026-03-27,113.84,114.92,112.51,114.54,32325573
XOM,2026-03-30,115.42,116.03,114.41,115.21,48893711
XOM,2026-03-31,115.6,116.69,115.26,115.82,45958071
XOM,2026-04-01,116.83,118.39,116.76,117.43,53935580
XOM,2026-04-02,116.86,117.29,116.6,116.66,58731018
XOM,2026-04-03,118.26,118.85,117.97,118.02,5246909
XOM,2026-04-06,119.66,119.99,117.49,118.68,17212795
XOM,2026-04-07,121.75,122.51,120.47,121.3,24015651
XOM,2026-04-08,120.8,121.44,120.05,120.35,57159988
XOM,2026-04-09,118.78,119.0,118.64,118.74,21975975
XOM,2026-04-10,121.61,121.94,120.61,121.84,50673079
XOM,2026-04-13,125.13,125.59,124.79,125.32,17206627
XOM,2026-04-14,126.17,126.58,125.98,126.47,26482152
XOM,2026-04-15,123.34,124.02,122.52,123.87,9021836
XOM,2026-04-16,124.79,124.91,124.55,124.88,6035102
XOM,2026-04-17,125.33,125.4,124.47,124.93,17463672
XOM,2026-04-20,123.17,124.17,122.92,123.83,34381938
XOM,2026-04-21,123.85,124.63,122.77,123.87,18537092
XOM,2026-04-22,125.95,126.55,124.94,125.51,54837048
XOM,2026-04-23,123.71,124.28,122.99,124.16,21094355
XOM,2026-04-24,120.98,122.21,120.22,120.75,21048278
XOM,2026-04-27,122.03,123.54,120.8,121.56,27967837
XOM,2026-04-28,122.39,122.49,121.47,121.85,41405498
XOM,2026-04-29,122.12,122.49,121.3,122.36,47790420
XOM,2026-04-30,119.9,120.4,118.55,119.03,22256448
XOM,2026-05-01,117.15,118.44,116.43,116.66,49362881
XOM,2026-05-04,117.98,118.35,117.16,117.64,56784930
XOM,2026-05-05,119.47,119.94,119.43,119.56,36907949
XOM,2026-05-06,116.31,116.65,115.53,116.48,28740104
XOM,2026-05-07,116.95,117.49,116.04,116.81,34824524
XOM,2026-05-08,115.74,115.87,114.89,115.86,11618663
XOM,2026-05-11,116.71,117.43,116.27,117.15,49519192
XOM,2026-05-12,116.54,117.6,115.87,115.91,6682619
XOM,2026-05-13,117.54,118.09,117.08,117.45,10493365
XOM,2026-05-14,117.57,118.08,117.01,117.61,6671378
XOM,2026-05-15,117.11,117.98,117.04,117.21,20694037
XOM,2026-05-18,116.83,117.67,116.11,117.16,34233693
XOM,2026-05-19,116.81,116.91,116.61,116.77,12049958
XOM,2026-05-20,119.58,119.77,118.83,118.9,46047628
XOM,2026-05-21,120.65,120.88,119.84,120.09,28979605
XOM,2026-05-22,121.97,122.01,120.97,121.41,26713831
XOM,2026-05-25,122.89,124.77,122.74,123.68,33429046
XOM,2026-05-26,125.12,126.15,123.87,124.98,12599690
XOM,2026-05-27,123.77,123.78,123.1,123.31,33052763
XOM,2026-05-28,123.01,123.04,122.82,122.93,56236302
XOM,2026-05-29,118.36,118.38,117.72,118.34,47233790
XOM,2026-06-01,115.19,115.93,114.57,115.63,34399696
XOM,2026-06-02,113.7,114.98,113.41,114.28,9108552
XOM,2026-06-03,112.89,113.15,112.44,112.72,55053769
XOM,2026-06-04,111.24,111.45,111.08,111.08,14232191
XOM,2026-06-05,110.99,111.58,109.83,110.58,6211034
XOM,2026-06-08,110.73,110.85,109.75,110.32,51689913
XOM,2026-06-09,109.67,110.69,109.64,109.89,10958924
XOM,2026-06-10,108.81,109.59,107.86,108.36,32849932
XOM,2026-06-11,110.15,110.94,109.15,110.06,33886901
XOM,2026-06-12,109.32,111.21,108.94,109.73,32090905
XOM,2026-06-15,111.24,112.22,110.92,111.05,10485841
XOM,2026-06-16,112.66,112.83,111.88,112.41,12446013
XOM,2026-06-17,112.92,113.0,112.14,112.85,56281907
XOM,2026-06-18,114.83,115.39,114.04,114.36,35487578
XOM,2026-06-19,113.97,114.31,113.64,114.07,40743686
XOM,2026-06-22,113.83,115.22,113.83,114.15,34709530
XOM,2026-06-23,113.67,114.43,113.1,113.75,12636342
XOM,2026-06-24,111.49,112.03,110.94,112.0,31272781
XOM,2026-06-25,115.5,116.42,114.73,115.3,37794803
XOM,2026-06-26,113.66,114.1,112.86,113.08,17047757
XOM,2026-06-29,114.03,114.63,113.5,113.61,47456090
XOM,2026-06-30,113.69,114.23,112.95,113.25,55147078
JNJ,2026-01-01,158.05,158.29,158.01,158.09,24191872
JNJ,2026-01-02,161.26,161.48,160.9,161.26,39137059
JNJ,2026-01-05,159.1,159.9,158.53,158.93,32009373
JNJ,2026-01-06,157.49,157.86,157.12,157.18,32035078
JNJ,2026-01-07,160.37,160.43,160.11,160.15,58878981
JNJ,2026-01-08,155.92,156.27,154.91,155.67,26436948
JNJ,2026-01-09,156.86,158.74,156.6,158.04,32637362
JNJ,2026-01-12,160.16,160.73,158.96,159.35,56475296
JNJ,2026-01-13,160.48,161.56,159.74,160.76,10666615
JNJ,2026-01-14,159.01,160.39,157.71,159.08,34100482
JNJ,2026-01-15,158.0,159.16,157.45,158.65,6327839
JNJ,2026-01-16,157.56,159.1,156.42,157.98,47023200
JNJ,2026-01-19,161.83,163.28,159.27,160.64,44607082
JNJ,2026-01-20,160.97,161.8,159.82,160.56,36409431
JNJ,2026-01-21,160.52,160.59,158.32,159.93,18787309
JNJ,2026-01-22,159.7,160.34,158.71,160.01,31263599
JNJ,2026-01-23,159.44,160.2,159.04,159.7,34958053
JNJ,2026-01-26,156.95,157.8,156.35,156.87,56870619
JNJ,2026-01-27,156.39,156.66,155.86,155.92,7302999
JNJ,2026-01-28,155.81,155.86,153.87,154.82,35802520
JNJ,2026-01-29,154.3,155.02,154.01,154.83,36554191
JNJ,2026-01-30,159.7,159.75,158.47,158.96,12133318
JNJ,2026-02-02,156.34,158.0,156.01,157.43,9205513
JNJ,2026-02-03,159.28,160.66,158.34,160.0,51350477
JNJ,2026-02-04,158.46,160.55,157.74,157.83,56778110
JNJ,2026-02-05,158.12,159.61,156.13,158.85,47998025
JNJ,2026-02-06,153.78,154.22,152.88,153.86,43586391
JNJ,2026-02-09,154.33,154.33,153.65,154.23,15120027
JNJ,2026-02-10,152.79,153.9,151.82,153.2,19653089
JNJ,2026-02-11,150.97,152.1,148.17,149.72,19991372
JNJ,2026-02-12,150.8,152.25,149.53,151.23,22339417
JNJ,2026-02-13,150.37,150.86,149.64,150.04,27695341
JNJ,2026-02-16,147.37,149.88,146.79,148.2,49333957
JNJ,2026-02-17,147.96,148.47,147.32,148.2,51011587
JNJ,2026-02-18,150.0,150.29,149.6,150.29,16161662
JNJ,2026-02-19,151.29,153.49,150.72,151.77,45657210
JNJ,2026-02-20,151.07,151.62,149.97,151.46,50693246
JNJ,2026-02-23,151.27,151.79,151.2,151.32,10670358
JNJ,2026-02-24,148.88,149.88,148.79,149.3,38927019
JNJ,2026-02-25,153.79,154.38,152.94,153.87,59882995
JNJ,2026-02-26,153.13,153.39,152.07,152.23,10885271
JNJ,2026-02-27,147.81,148.23,147.06,147.28,33318962
JNJ,2026-03-02,145.98,147.66,145.63,147.33,37392424
JNJ,2026-03-03,144.24,145.6,143.78,145.06,36529570
JNJ,2026-03-04,143.72,145.2,142.96,144.34,30182707
JNJ,2026-03-05,148.83,149.43,147.08,148.41,25553177
JNJ,2026-03-06,148.79,148.91,147.75,147.89,58068606
JNJ,2026-03-09,148.39,150.15,147.26,147.94,8914858
JNJ,2026-03-10,146.2,146.79,144.89,145.37,10660109
JNJ,2026-03-11,142.98,144.34,142.2,143.38,22375042
JNJ,2026-03-12,143.32,144.56,142.91,144.51,29012247
JNJ,2026-03-13,144.87,145.67,143.02,145.13,26288862
JNJ,2026-03-16,146.12,146.78,145.7,146.62,57019854
JNJ,2026-03-17,143.5,144.47,142.25,143.78,21485297
JNJ,2026-03-18,142.14,142.46,140.35,141.65,34186453
JNJ,2026-03-19,140.48,141.14,139.37,139.81,12931332
JNJ,2026-03-20,139.85,140.57,139.0,139.06,26686970
JNJ,2026-03-23,139.3,139.99,137.98,139.0,31734727
JNJ,2026-03-24,136.98,137.18,136.73,136.84,22043617
JNJ,2026-03-25,139.55,140.34,138.0,138.28,24774484
JNJ,2026-03-26,137.02,137.24,135.7,137.06,7459127
JNJ,2026-03-27,136.78,137.18,136.17,137.01,25009957
JNJ,2026-03-30,136.31,136.87,135.8,136.66,37852403
JNJ,2026-03-31,137.81,138.69,135.85,137.64,23829173
JNJ,2026-04-01,136.53,136.93,135.53,136.24,26913442
JNJ,2026-04-02,138.02,138.13,137.42,137.95,17594562
JNJ,2026-04-03,140.37,140.51,138.4,139.94,36950424
JNJ,2026-04-06,138.93,139.5,137.89,138.41,40423196
JNJ,2026-04-07,137.27,137.58,136.58,136.94,45213187
JNJ,2026-04-08,135.81,136.28,135.23,136.23,6385355
JNJ,2026-04-09,138.75,140.37,138.59,139.58,8682802
JNJ,2026-04-10,144.74,145.55,143.27,143.74,57538567
JNJ,2026-04-13,144.22,144.84,144.15,144.72,10941536
JNJ,2026-04-14,148.58,149.15,146.93,147.62,11846896
JNJ,2026-04-15,145.34,146.1,145.26,145.44,48042441
JNJ,2026-04-16,146.74,147.19,145.78,146.39,32847308
JNJ,2026-04-17,142.63,143.45,142.24,142.55,8573487
JNJ,2026-04-20,142.51,142.58,141.54,141.6,18704818
JNJ,2026-04-21,141.16,142.85,140.52,141.97,40037965
JNJ,2026-04-22,146.71,147.16,145.67,146.19,28317762
JNJ,2026-04-23,149.27,149.97,148.89,149.22,11025306
JNJ,2026-04-24,149.32,150.47,148.68,149.02,47895907
JNJ,2026-04-27,149.81,151.5,149.78,150.54,27324096
JNJ,2026-04-28,151.16,153.42,150.66,151.64,48623806
JNJ,2026-04-29,152.1,153.06,151.65,151.95,12103980
JNJ,2026-04-30,150.29,150.37,149.58,150.25,19735509
JNJ,2026-05-01,149.42,149.51,148.12,148.29,26518135
JNJ,2026-05-04,150.25,151.97,149.34,150.77,58707003
JNJ,2026-05-05,146.16,146.18,145.42,145.84,50377265
JNJ,2026-05-06,149.01,149.15,148.38,148.59,13533291
JNJ,2026-05-07,147.23,147.34,146.21,146.97,10069591
JNJ,2026-05-08,145.52,146.77,144.51,145.67,7695936
JNJ,2026-05-11,142.95,143.61,142.32,142.78,15869620
JNJ,2026-05-12,141.96,142.87,140.97,141.5,9480432
JNJ,2026-05-13,139.69,141.77,137.51,140.14,48901836
JNJ,2026-05-14,142.75,142.83,142.5,142.78,35415437
JNJ,2026-05-15,142.38,144.05,142.16,143.42,19558559
JNJ,2026-05-18,137.23,138.67,136.66,138.34,50361415
JNJ,2026-05-19,138.1,138.16,137.34,137.83,5725552
JNJ,2026-05-20,137.63,138.14,137.01,137.15,55416621
JNJ,2026-05-21,140.64,141.24,139.56,139.59,22178285
JNJ,2026-05-22,137.71,138.46,137.68,137.87,45576597
JNJ,2026-05-25,139.23,140.62,138.98,139.65,11878301
JNJ,2026-05-26,137.55,138.63,137.26,137.44,46080945
JNJ,2026-05-27,138.38,138.55,136.72,137.42,26994400
JNJ,2026-05-28,139.22,140.43,138.19,138.62,37779662
JNJ,2026-05-29,136.64,136.9,135.47,136.68,5626462
JNJ,2026-06-01,136.42,136.8,135.92,136.76,30525582
JNJ,2026-06-02,135.63,136.41,134.93,135.06,8032747
JNJ,2026-06-03,133.87,134.33,133.53,133.81,40217090
JNJ,2026-06-04,134.2,135.56,133.81,135.39,26070084
JNJ,2026-06-05,132.47,133.05,132.26,132.95,11634530
JNJ,2026-06-08,133.86,135.15,133.81,134.71,21235541
JNJ,2026-06-09,136.72,137.39,136.25,136.46,47651519
JNJ,2026-06-10,136.57,136.66,135.76,136.12,51745552
JNJ,2026-06-11,137.01,138.16,136.54,137.8,31983807
JNJ,2026-06-12,136.07,137.08,136.04,136.05,30994025
JNJ,2026-06-15,136.6,137.63,136.05,136.96,44769334
JNJ,2026-06-16,138.35,138.99,136.66,137.46,57548210
JNJ,2026-06-17,136.94,136.97,136.6,136.74,52035325
JNJ,2026-06-18,139.02,140.48,138.48,140.1,42781479
JNJ,2026-06-19,143.09,144.49,143.04,144.02,33736893
JNJ,2026-06-22,146.88,147.03,146.75,146.87,23369250
JNJ,2026-06-23,147.55,148.12,147.05,147.17,9666511
JNJ,2026-06-24,147.37,147.51,147.16,147.44,51405904
JNJ,2026-06-25,148.88,149.51,148.67,149.4,50002140
JNJ,2026-06-26,147.93,148.58,147.52,148.34,47565089
JNJ,2026-06-29,149.82,151.0,149.65,149.77,35133017
JNJ,2026-06-30,149.68,149.98,149.19,149.45,52228611
